,account,currency,long_lat,txn_description,first_name,balance,date,gender,age,amount,country,customer_id,movement,month,time,Longitude,Latitude
159,ACC-847145727,AUD,115.90 -31.92,POS,Michael,50671.14,2018-08-02,M,19,1692.56,Australia,CUS-1609060617,debit,August,07:20:44,115.90,-31.92
160,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,1917.11,2018-08-02,F,40,46.83,Australia,CUS-1614226872,debit,August,07:57:46,153.10,-27.66
161,ACC-2776252858,AUD,144.95 -37.76,PAYMENT,Kristin,2031.79,2018-08-02,F,43,43.0,Australia,CUS-4123612273,debit,August,08:00:00,144.95,-37.76
162,ACC-574997646,AUD,150.79 -33.64,PAYMENT,Mackenzie,38.55,2018-08-02,F,18,151.0,Australia,CUS-586638664,debit,August,08:00:00,150.79,-33.64
163,ACC-2828321672,AUD,153.03 -27.51,POS,Stephanie,463.96,2018-08-02,F,53,6.48,Australia,CUS-1005756958,debit,August,08:08:02,153.03,-27.51
164,ACC-3879258709,AUD,143.83 -37.66,POS,Natasha,186236.3,2018-08-02,F,40,108.65,Australia,CUS-527400765,debit,August,08:16:34,143.83,-37.66
165,ACC-3954677887,AUD,115.72 -32.28,POS,Ruth,17.44,2018-08-02,F,47,20.87,Australia,CUS-3716701010,debit,August,08:25:07,115.72,-32.28
166,ACC-4065652575,AUD,115.81 -31.82,SALES-POS,Lucas,2293.86,2018-08-02,M,21,41.49,Australia,CUS-1117979751,debit,August,08:33:40,115.81,-31.82
167,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,Diana,968.15,2018-08-02,F,26,8.11,Australia,CUS-2487424745,debit,August,08:42:13,153.41,-27.95
168,ACC-2153562714,AUD,116.00 -31.88,POS,Linda,847.49,2018-08-02,F,24,12.97,Australia,CUS-423725039,debit,August,08:50:46,116.00,-31.88
169,ACC-354106658,AUD,151.04 -33.80,SALES-POS,Christine,4428.26,2018-08-02,F,39,46.12,Australia,CUS-2376382098,debit,August,08:59:18,151.04,-33.80
170,ACC-3485804958,AUD,138.52 -35.01,PAYMENT,Jessica,16394.78,2018-08-02,F,34,27.0,Australia,CUS-1196156254,debit,August,09:00:00,138.52,-35.01
171,ACC-1516130869,AUD,130.84 -12.45,INTER BANK,Jessica,104.4,2018-08-02,F,21,39.0,Australia,CUS-325142416,debit,August,09:00:00,130.84,-12.45
172,ACC-3084464802,AUD,145.15 -37.76,POS,Susan,842.07,2018-08-02,F,19,25.7,Australia,CUS-1928710999,debit,August,09:03:53,145.15,-37.76
173,ACC-4163822186,AUD,149.03 -34.97,SALES-POS,Karen,2986.34,2018-08-02,F,26,35.6,Australia,CUS-2630892467,debit,August,09:08:08,149.03,-34.97
174,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,1872.72,2018-08-02,F,40,44.39,Australia,CUS-1614226872,debit,August,09:12:22,153.10,-27.66
175,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,1845.04,2018-08-02,F,40,27.68,Australia,CUS-1614226872,debit,August,09:16:36,153.10,-27.66
176,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,1826.34,2018-08-02,F,40,18.7,Australia,CUS-1614226872,debit,August,09:25:05,153.10,-27.66
177,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,Rhonda,1816.34,2018-08-02,F,40,10.0,Australia,CUS-1614226872,debit,August,09:29:19,153.10,-27.66
178,ACC-847145727,AUD,115.90 -31.92,SALES-POS,Michael,50657.65,2018-08-02,M,19,13.49,Australia,CUS-1609060617,debit,August,09:33:33,115.90,-31.92
179,ACC-1788473090,AUD,145.06 -37.95,SALES-POS,Rachael,344.8,2018-08-02,F,21,20.26,Australia,CUS-134193016,debit,August,09:37:47,145.06,-37.95
180,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,956.92,2018-08-02,F,26,11.23,Australia,CUS-2487424745,debit,August,09:46:16,153.41,-27.95
181,ACC-1279356312,AUD,144.79 -37.73,POS,Tyler,1035.55,2018-08-02,M,44,31.81,Australia,CUS-1892177589,debit,August,09:50:30,144.79,-37.73
182,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,Diana,949.22,2018-08-02,F,26,7.7,Australia,CUS-2487424745,debit,August,09:54:44,153.41,-27.95
183,ACC-4065652575,AUD,115.81 -31.82,SALES-POS,Lucas,2285.02,2018-08-02,M,21,8.84,Australia,CUS-1117979751,debit,August,09:58:58,115.81,-31.82
184,ACC-721712940,AUD,145.09 -37.82,POS,Andrew,49743.84,2018-08-02,M,78,12.37,Australia,CUS-1646183815,debit,August,10:12:40,145.09,-37.82
185,ACC-559365433,AUD,147.31 -42.88,SALES-POS,Mary,159.66,2018-08-02,F,64,31.5,Australia,CUS-1654129794,debit,August,10:29:20,147.31,-42.88
186,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,Kimberly,521.73,2018-08-02,F,24,17.12,Australia,CUS-3378712515,debit,August,10:46:00,145.45,-37.74
187,ACC-3541460373,AUD,145.00 -37.83,PAYMENT,Jeffrey,2476.66,2018-08-02,M,24,41.0,Australia,CUS-1433879684,debit,August,11:00:00,145.00,-37.83
188,ACC-4163822186,AUD,149.03 -34.97,PAY/SALARY,Karen,3907.05,2018-08-02,F,26,920.71,Australia,CUS-2630892467,credit,August,11:00:00,149.03,-34.97
189,ACC-1608363396,AUD,151.22 -33.87,INTER BANK,Robert,1667.91,2018-08-02,M,20,24.0,Australia,CUS-2688605418,debit,August,11:00:00,151.22,-33.87
190,ACC-3485804958,AUD,138.52 -35.01,POS,Jessica,16373.36,2018-08-02,F,34,21.42,Australia,CUS-1196156254,debit,August,11:00:54,138.52,-35.01
191,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,941.23,2018-08-02,F,26,7.99,Australia,CUS-2487424745,debit,August,11:06:35,153.41,-27.95
192,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,Diana,931.76,2018-08-02,F,26,9.47,Australia,CUS-2487424745,debit,August,11:12:16,153.41,-27.95
193,ACC-37709441,AUD,153.41 -28.01,POS,Charles,107.79,2018-08-02,M,18,20.42,Australia,CUS-3336454548,debit,August,11:29:19,153.41,-28.01
194,ACC-1516130869,AUD,130.84 -12.45,POS,Jessica,96.25,2018-08-02,F,21,8.15,Australia,CUS-325142416,debit,August,11:35:00,130.84,-12.45
195,ACC-1973887809,AUD,115.78 -31.90,POS,Antonio,1742.72,2018-08-02,M,26,24.65,Australia,CUS-1646621553,debit,August,11:40:40,115.78,-31.90
196,ACC-211792489,AUD,138.63 -34.93,POS,Jacqueline,3047.08,2018-08-02,F,30,70.5,Australia,CUS-497688347,debit,August,11:46:21,138.63,-34.93
197,ACC-414431115,AUD,142.77 -37.06,SALES-POS,Amy,4.41,2018-08-02,F,43,23.45,Australia,CUS-2599279756,debit,August,11:52:02,142.77,-37.06
198,ACC-4281711154,AUD,144.98 -37.84,POS,Eric,35254.08,2018-08-02,M,42,51.24,Australia,CUS-3151318058,debit,August,11:57:43,144.98,-37.84
199,ACC-721712940,AUD,145.09 -37.82,PAY/SALARY,Andrew,50526.26,2018-08-02,M,78,782.42,Australia,CUS-1646183815,credit,August,12:00:00,145.09,-37.82
200,ACC-3879258709,AUD,143.83 -37.66,PHONE BANK,Natasha,186195.3,2018-08-02,F,40,41.0,Australia,CUS-527400765,debit,August,12:00:00,143.83,-37.66
201,ACC-966140392,AUD,147.08 -37.97,PAYMENT,Joseph,715.75,2018-08-02,M,21,35.0,Australia,CUS-537508723,debit,August,12:00:00,147.08,-37.97
202,ACC-211792489,AUD,138.63 -34.93,POS,Jacqueline,3008.22,2018-08-02,F,30,38.86,Australia,CUS-497688347,debit,August,12:10:00,138.63,-34.93
203,ACC-1438600314,AUD,138.69 -34.84,SALES-POS,Maria,1903.7,2018-08-02,F,35,32.97,Australia,CUS-2650223890,debit,August,12:26:40,138.69,-34.84
204,ACC-964839203,AUD,146.92 -36.07,POS,Michael,27898.89,2018-08-02,M,21,24.17,Australia,CUS-2059096722,debit,August,12:43:20,146.92,-36.07
205,ACC-588564840,AUD,151.27 -33.76,INTER BANK,Isaiah,8189.12,2018-08-02,M,23,117.0,Australia,CUS-1462656821,debit,August,13:00:00,151.27,-33.76
206,ACC-2107684084,AUD,145.03 -37.88,PAY/SALARY,Richard,2511.5,2018-08-02,M,22,2218.73,Australia,CUS-2283904812,credit,August,13:00:00,145.03,-37.88
207,ACC-4274272854,AUD,145.23 -37.86,PAYMENT,Timothy,2666.12,2018-08-02,M,20,15.0,Australia,CUS-2484453271,debit,August,13:00:00,145.23,-37.86
208,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,Edward,4158.41,2018-08-02,M,19,13.75,Australia,CUS-443776336,debit,August,13:00:00,115.98,-32.07
209,ACC-2897221629,AUD,150.90 -34.37,SALES-POS,Scott,86.96,2018-08-02,M,23,7.49,Australia,CUS-511326734,debit,August,13:18:10,150.90,-34.37
210,ACC-37709441,AUD,153.41 -28.01,SALES-POS,Charles,92.48,2018-08-02,M,18,15.31,Australia,CUS-3336454548,debit,August,13:36:21,153.41,-28.01
211,ACC-3326339947,AUD,151.18 -33.80,POS,Eric,3130.0,2018-08-02,M,22,28.51,Australia,CUS-326006476,debit,August,13:54:32,151.18,-33.80
212,ACC-1349834573,AUD,145.17 -37.84,PAYMENT,Matthew,6954.77,2018-08-02,M,39,60.0,Australia,CUS-1790886359,debit,August,14:00:00,145.17,-37.84
213,ACC-1903037542,AUD,153.05 -27.61,PAY/SALARY,Jeffrey,1811.47,2018-08-02,M,30,1808.62,Australia,CUS-860700529,credit,August,14:00:00,153.05,-27.61
214,ACC-1973887809,AUD,115.78 -31.90,POS,Antonio,1712.39,2018-08-02,M,26,30.33,Australia,CUS-1646621553,debit,August,14:10:03,115.78,-31.90
215,ACC-2681137560,AUD,151.11 -33.99,SALES-POS,Nathaniel,14.26,2018-08-02,M,31,20.07,Australia,CUS-2083971310,debit,August,14:15:58,151.11,-33.99
216,ACC-2920611728,AUD,144.96 -37.76,POS,Tyler,1948.27,2018-08-02,M,69,20.78,Australia,CUS-1388323263,debit,August,14:21:53,144.96,-37.76
217,ACC-3827517394,AUD,151.12 -33.89,POS,Craig,30130.77,2018-08-02,M,28,32.67,Australia,CUS-2663907001,debit,August,14:27:48,151.12,-33.89
218,ACC-182446574,AUD,116.06 -32.00,POS,Tonya,66.15,2018-08-02,F,27,50.93,Australia,CUS-3026014945,debit,August,14:33:43,116.06,-32.00
219,ACC-3084464802,AUD,145.15 -37.76,SALES-POS,Susan,823.87,2018-08-02,F,19,18.2,Australia,CUS-1928710999,debit,August,14:45:33,145.15,-37.76
220,ACC-4281711154,AUD,144.98 -37.84,POS,Eric,35238.13,2018-08-02,M,42,15.95,Australia,CUS-3151318058,debit,August,14:51:28,144.98,-37.84
221,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,Rhonda,1791.0,2018-08-02,F,40,25.34,Australia,CUS-1614226872,debit,August,14:57:23,153.10,-27.66
222,ACC-2988263882,AUD,145.18 -37.90,PAY/SALARY,Michael,2480.74,2018-08-02,M,44,596.33,Australia,CUS-1233833708,credit,August,15:00:00,145.18,-37.90
223,ACC-1037050564,AUD,153.10 -27.66,PAYMENT,Rhonda,1758.0,2018-08-02,F,40,33.0,Australia,CUS-1614226872,debit,August,15:00:00,153.10,-27.66
224,ACC-2970114956,AUD,144.89 -37.69,PAY/SALARY,Robert,6722.85,2018-08-02,M,26,1433.98,Australia,CUS-880898248,credit,August,15:00:00,144.89,-37.69
225,ACC-1788473090,AUD,145.06 -37.95,SALES-POS,Rachael,332.57,2018-08-02,F,21,12.23,Australia,CUS-134193016,debit,August,15:03:41,145.06,-37.95
226,ACC-3536132544,AUD,144.93 -37.79,POS,Heather,1550.27,2018-08-02,F,41,107.67,Australia,CUS-2348881191,debit,August,15:10:15,144.93,-37.79
227,ACC-2674800293,AUD,144.96 -37.69,SALES-POS,Elizabeth,24268.73,2018-08-02,F,50,10.13,Australia,CUS-2977593493,debit,August,15:16:50,144.96,-37.69
228,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,Jeffrey,1789.31,2018-08-02,M,30,22.16,Australia,CUS-860700529,debit,August,15:23:25,153.05,-27.61
229,ACC-3941181087,AUD,115.79 -31.94,SALES-POS,Paul,1014.72,2018-08-02,M,25,41.66,Australia,CUS-3989008654,debit,August,15:29:59,115.79,-31.94
230,ACC-819621312,AUD,145.04 -37.85,SALES-POS,Michele,1236.27,2018-08-02,F,30,8.18,Australia,CUS-1271030853,debit,August,15:36:34,145.04,-37.85
231,ACC-847145727,AUD,115.90 -31.92,SALES-POS,Michael,50637.85,2018-08-02,M,19,19.8,Australia,CUS-1609060617,debit,August,15:43:09,115.90,-31.92
232,ACC-2153562714,AUD,116.00 -31.88,SALES-POS,Linda,842.78,2018-08-02,F,24,4.71,Australia,CUS-423725039,debit,August,15:49:44,116.00,-31.88
233,ACC-1973887809,AUD,115.78 -31.90,SALES-POS,Antonio,1663.59,2018-08-02,M,26,48.8,Australia,CUS-1646621553,debit,August,15:56:18,115.78,-31.90
234,ACC-414431115,AUD,142.77 -37.06,PAY/SALARY,Amy,1634.77,2018-08-02,F,43,1630.36,Australia,CUS-2599279756,credit,August,16:00:00,142.77,-37.06
235,ACC-3881031190,AUD,149.19 -21.15,PAY/SALARY,Richard,1361.79,2018-08-02,M,37,916.75,Australia,CUS-3201519139,credit,August,16:00:00,149.19,-21.15
236,ACC-3326339947,AUD,151.18 -33.80,POS,Eric,2866.56,2018-08-02,M,22,263.44,Australia,CUS-326006476,debit,August,16:07:12,151.18,-33.80
237,ACC-574997646,AUD,150.79 -33.64,POS,Mackenzie,2.38,2018-08-02,F,18,36.17,Australia,CUS-586638664,debit,August,16:23:36,150.79,-33.64
238,ACC-1788473090,AUD,145.06 -37.95,POS,Rachael,326.94,2018-08-02,F,21,5.63,Australia,CUS-134193016,debit,August,16:39:59,145.06,-37.95
239,ACC-588564840,AUD,151.27 -33.76,POS,Isaiah,8144.24,2018-08-02,M,23,44.88,Australia,CUS-1462656821,debit,August,16:56:23,151.27,-33.76
240,ACC-588564840,AUD,151.27 -33.76,PAYMENT,Isaiah,7963.24,2018-08-02,M,23,181.0,Australia,CUS-1462656821,debit,August,17:00:00,151.27,-33.76
241,ACC-1279356312,AUD,144.79 -37.73,PAYMENT,Tyler,1020.55,2018-08-02,M,44,15.0,Australia,CUS-1892177589,debit,August,17:00:00,144.79,-37.73
242,ACC-1056639002,AUD,145.03 -37.91,PAY/SALARY,Michael,42790.09,2018-08-02,M,22,3195.01,Australia,CUS-3462882033,credit,August,17:00:00,145.03,-37.91
243,ACC-958000567,AUD,130.90 -12.37,PAYMENT,Sandra,263.09,2018-08-02,F,34,37.0,Australia,CUS-4142663097,debit,August,17:00:00,130.90,-12.37
244,ACC-53508546,AUD,150.62 -33.76,PAY/SALARY,Kimberly,1067.25,2018-08-02,F,35,725.32,Australia,CUS-72755508,credit,August,17:00:00,150.62,-33.76
245,ACC-1243371644,AUD,150.90 -33.78,POS,Gregory,661.06,2018-08-02,M,42,28.16,Australia,CUS-3904958894,debit,August,17:07:29,150.90,-33.78
246,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,Joseph,200.94,2018-08-02,M,37,4.99,Australia,CUS-2695611575,debit,August,17:17:06,153.32,-27.93
247,ACC-1243371644,AUD,150.90 -33.78,POS,Gregory,636.59,2018-08-02,M,42,24.47,Australia,CUS-3904958894,debit,August,17:36:20,150.90,-33.78
248,ACC-4274272854,AUD,145.23 -37.86,SALES-POS,Timothy,2658.88,2018-08-02,M,20,7.24,Australia,CUS-2484453271,debit,August,17:45:57,145.23,-37.86
249,ACC-964839203,AUD,146.92 -36.07,SALES-POS,Michael,27884.42,2018-08-02,M,21,14.47,Australia,CUS-2059096722,debit,August,17:55:34,146.92,-36.07
250,ACC-588564840,AUD,151.27 -33.76,PAYMENT,Isaiah,7922.24,2018-08-02,M,23,41.0,Australia,CUS-1462656821,debit,August,18:00:00,151.27,-33.76
251,ACC-1683215619,AUD,138.67 -34.86,PAYMENT,Barry,230.86,2018-08-02,M,38,49.0,Australia,CUS-1604596597,debit,August,18:00:00,138.67,-34.86
252,ACC-3879258709,AUD,143.83 -37.66,PAYMENT,Natasha,186174.3,2018-08-02,F,40,21.0,Australia,CUS-527400765,debit,August,18:00:00,143.83,-37.66
253,ACC-1990648130,AUD,114.62 -28.80,PAYMENT,Kaitlyn,1540.46,2018-08-02,F,21,135.0,Australia,CUS-809013380,debit,August,18:00:00,114.62,-28.80
254,ACC-1344825761,AUD,151.09 -33.91,SALES-POS,Sarah,13583.79,2018-08-02,F,46,97.95,Australia,CUS-1499065773,debit,August,18:11:59,151.09,-33.91
255,ACC-2673069055,AUD,152.99 -27.49,POS,Richard,11424.58,2018-08-02,M,24,13.93,Australia,CUS-51506836,debit,August,18:56:26,152.99,-27.49
256,ACC-2014856841,AUD,144.99 -37.90,PAYMENT,Patrick,260464.83,2018-08-02,M,46,50.0,Australia,CUS-2370108457,debit,August,19:00:00,144.99,-37.90
257,ACC-1243371644,AUD,150.90 -33.78,SALES-POS,Gregory,605.9,2018-08-02,M,42,30.69,Australia,CUS-3904958894,debit,August,19:07:18,150.90,-33.78
258,ACC-414431115,AUD,142.77 -37.06,POS,Amy,1608.28,2018-08-02,F,43,26.49,Australia,CUS-2599279756,debit,August,19:15:59,142.77,-37.06
259,ACC-4059612845,AUD,130.98 -12.49,POS,Jonathan,50192.66,2018-08-02,M,38,190.5,Australia,CUS-495599312,debit,August,19:24:41,130.98,-12.49
260,ACC-3827517394,AUD,151.12 -33.89,SALES-POS,Craig,30102.06,2018-08-02,M,28,28.71,Australia,CUS-2663907001,debit,August,19:33:23,151.12,-33.89
261,ACC-3021093232,AUD,149.83 -29.47,SALES-POS,Melissa,105.89,2018-08-02,F,30,22.87,Australia,CUS-55310383,debit,August,19:42:05,149.83,-29.47
262,ACC-1890605467,AUD,143.88 -37.66,POS,Alexander,5748.22,2018-08-02,M,38,40.31,Australia,CUS-1478398256,debit,August,19:50:46,143.88,-37.66
263,ACC-53508546,AUD,150.62 -33.76,SALES-POS,Kimberly,996.97,2018-08-02,F,35,70.28,Australia,CUS-72755508,debit,August,19:59:28,150.62,-33.76
264,ACC-1279356312,AUD,144.79 -37.73,PAYMENT,Tyler,979.55,2018-08-02,M,44,41.0,Australia,CUS-1892177589,debit,August,20:00:00,144.79,-37.73
265,ACC-1424176027,AUD,151.08 -33.93,PAYMENT,Donald,290.88,2018-08-02,M,22,195.0,Australia,CUS-3431016847,debit,August,20:00:00,151.08,-33.93
266,ACC-847145727,AUD,115.90 -31.92,SALES-POS,Michael,50590.99,2018-08-02,M,19,46.86,Australia,CUS-1609060617,debit,August,20:15:39,115.90,-31.92
267,ACC-1424176027,AUD,151.08 -33.93,POS,Donald,485.88,2018-08-02,M,22,23.25,Australia,CUS-3431016847,debit,August,20:32:19,151.08,-33.93
268,ACC-2673069055,AUD,152.99 -27.49,POS,Richard,11366.83,2018-08-02,M,24,57.75,Australia,CUS-51506836,debit,August,20:48:59,152.99,-27.49
269,ACC-1056639002,AUD,145.03 -37.91,PAYMENT,Michael,42704.09,2018-08-02,M,22,86.0,Australia,CUS-3462882033,debit,August,21:00:00,145.03,-37.91
270,ACC-854938045,AUD,147.63 -22.84,PHONE BANK,James,6866.65,2018-08-02,M,28,58.0,Australia,CUS-4023861240,debit,August,21:00:00,147.63,-22.84
271,ACC-3317636250,AUD,153.02 -27.66,POS,Kenneth,147.58,2018-08-02,M,35,42.94,Australia,CUS-2738291516,debit,August,21:14:43,153.02,-27.66
272,ACC-2828321672,AUD,153.03 -27.51,SALES-POS,Stephanie,424.01,2018-08-02,F,53,39.95,Australia,CUS-1005756958,debit,August,21:36:42,153.03,-27.51
273,ACC-3317636250,AUD,153.02 -27.66,SALES-POS,Kenneth,119.37,2018-08-02,M,35,28.21,Australia,CUS-2738291516,debit,August,21:47:41,153.02,-27.66
274,ACC-2970114956,AUD,144.89 -37.69,SALES-POS,Robert,6708.49,2018-08-02,M,26,14.36,Australia,CUS-880898248,debit,August,21:58:40,144.89,-37.69
275,ACC-3741880913,AUD,150.50 -23.40,PAYMENT,Ashley,2795.85,2018-08-02,F,25,32.0,Australia,CUS-1220154422,debit,August,22:00:00,150.50,-23.40
276,ACC-90814749,AUD,151.68 -32.98,PAYMENT,Christopher,5986.68,2018-08-02,M,35,36.0,Australia,CUS-1896554896,debit,August,22:00:00,151.68,-32.98
277,ACC-3536132544,AUD,144.93 -37.79,INTER BANK,Heather,1441.27,2018-08-02,F,41,109.0,Australia,CUS-2348881191,debit,August,22:00:00,144.93,-37.79
278,ACC-2259139624,AUD,144.66 -37.91,PAYMENT,Cindy,1038.46,2018-08-02,F,19,108.0,Australia,CUS-3174332735,debit,August,22:00:00,144.66,-37.91
279,ACC-2265520058,AUD,151.27 -33.85,PAYMENT,Catherine,45.89,2018-08-02,F,26,33.0,Australia,CUS-331942311,debit,August,22:00:00,151.27,-33.85
280,ACC-1349834573,AUD,145.17 -37.84,SALES-POS,Matthew,6879.81,2018-08-02,M,39,74.96,Australia,CUS-1790886359,debit,August,22:17:15,145.17,-37.84
281,ACC-3827517394,AUD,151.12 -33.89,SALES-POS,Craig,30056.51,2018-08-02,M,28,45.55,Australia,CUS-2663907001,debit,August,22:36:51,151.12,-33.89
282,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,1697.39,2018-08-02,F,40,60.61,Australia,CUS-1614226872,debit,August,22:56:28,153.10,-27.66
283,ACC-354106658,AUD,151.04 -33.80,PAYMENT,Christine,4376.26,2018-08-02,F,39,52.0,Australia,CUS-2376382098,debit,August,23:00:00,151.04,-33.80
284,ACC-1334819143,AUD,145.13 -37.70,INTER BANK,Christopher,58052.04,2018-08-02,M,33,59.0,Australia,CUS-3117610635,debit,August,23:00:00,145.13,-37.70
285,ACC-847145727,AUD,115.90 -31.92,POS,Michael,50459.08,2018-08-02,M,19,131.91,Australia,CUS-1609060617,debit,August,23:12:14,115.90,-31.92
286,ACC-2270192619,AUD,138.56 -35.27,POS,Darren,6619.25,2018-08-02,M,20,11.57,Australia,CUS-2110742437,debit,August,23:27:09,138.56,-35.27
287,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,Jeffrey,1768.68,2018-08-02,M,30,20.63,Australia,CUS-860700529,debit,August,23:42:05,153.05,-27.61
288,ACC-4281711154,AUD,144.98 -37.84,SALES-POS,Eric,35205.33,2018-08-02,M,42,32.8,Australia,CUS-3151318058,debit,August,23:57:00,144.98,-37.84
289,ACC-2231965366,AUD,144.96 -37.84,POS,Linda,1564.62,2018-08-03,F,35,15.7,Australia,CUS-2155701614,debit,August,00:25:48,144.96,-37.84
290,ACC-1516130869,AUD,130.84 -12.45,SALES-POS,Jessica,71.55,2018-08-03,F,21,24.7,Australia,CUS-325142416,debit,August,00:58:03,130.84,-12.45
291,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,185.33,2018-08-03,M,37,15.61,Australia,CUS-2695611575,debit,August,01:20:26,153.32,-27.93
292,ACC-2259139624,AUD,144.66 -37.91,POS,Cindy,1009.91,2018-08-03,F,19,28.55,Australia,CUS-3174332735,debit,August,02:04:59,144.66,-37.91
293,ACC-2173390920,AUD,144.71 -37.58,POS,Luis,6.48,2018-08-03,M,27,21.56,Australia,CUS-3180318393,debit,August,02:32:46,144.71,-37.58
294,ACC-1683215619,AUD,138.67 -34.86,PAYMENT,Barry,171.86,2018-08-03,M,38,59.0,Australia,CUS-1604596597,debit,August,03:00:00,138.67,-34.86
295,ACC-2673069055,AUD,152.99 -27.49,PAYMENT,Richard,11323.83,2018-08-03,M,24,43.0,Australia,CUS-51506836,debit,August,03:00:00,152.99,-27.49
296,ACC-2988263882,AUD,145.18 -37.90,SALES-POS,Michael,2460.9,2018-08-03,M,44,19.84,Australia,CUS-1233833708,debit,August,03:06:39,145.18,-37.90
297,ACC-3827517394,AUD,151.12 -33.89,PAYMENT,Craig,29932.51,2018-08-03,M,28,124.0,Australia,CUS-2663907001,debit,August,04:00:00,151.12,-33.89
298,ACC-1496451953,AUD,145.16 -37.84,PAYMENT,Ricky,124.59,2018-08-03,M,43,23.0,Australia,CUS-3142625864,debit,August,04:00:00,145.16,-37.84
299,ACC-1710017148,AUD,150.82 -34.01,PAYMENT,Michelle,1529.58,2018-08-03,F,19,40.0,Australia,CUS-883482547,debit,August,04:00:00,150.82,-34.01
300,ACC-2776252858,AUD,144.95 -37.76,SALES-POS,Kristin,2014.57,2018-08-03,F,43,17.22,Australia,CUS-4123612273,debit,August,04:17:52,144.95,-37.76
301,ACC-3317636250,AUD,153.02 -27.66,POS,Kenneth,100.86,2018-08-03,M,35,18.51,Australia,CUS-2738291516,debit,August,04:39:08,153.02,-27.66
302,ACC-3827517394,AUD,151.12 -33.89,PAYMENT,Craig,29867.51,2018-08-03,M,28,65.0,Australia,CUS-2663907001,debit,August,05:00:00,151.12,-33.89
303,ACC-2270192619,AUD,138.56 -35.27,SALES-POS,Darren,6610.74,2018-08-03,M,20,8.51,Australia,CUS-2110742437,debit,August,05:02:29,138.56,-35.27
304,ACC-1598451071,AUD,153.41 -27.95,PAYMENT,Diana,736.76,2018-08-03,F,26,195.0,Australia,CUS-2487424745,debit,August,06:00:00,153.41,-27.95
305,ACC-1056639002,AUD,145.03 -37.91,INTER BANK,Michael,42557.09,2018-08-03,M,22,147.0,Australia,CUS-3462882033,debit,August,06:00:00,145.03,-37.91
306,ACC-3941181087,AUD,115.79 -31.94,PAYMENT,Paul,986.72,2018-08-03,M,25,28.0,Australia,CUS-3989008654,debit,August,06:00:00,115.79,-31.94
307,ACC-1990648130,AUD,114.62 -28.80,PAYMENT,Kaitlyn,1512.46,2018-08-03,F,21,28.0,Australia,CUS-809013380,debit,August,06:00:00,114.62,-28.80
308,ACC-3541460373,AUD,145.00 -37.83,POS,Jeffrey,2457.1,2018-08-03,M,24,19.56,Australia,CUS-1433879684,debit,August,06:35:59,145.00,-37.83
309,ACC-1523339231,AUD,115.83 -31.90,PAYMENT,Tim,54849.99,2018-08-03,M,40,131.0,Australia,CUS-1816693151,debit,August,07:00:00,115.83,-31.90
310,ACC-90814749,AUD,151.68 -32.98,INTER BANK,Christopher,5876.68,2018-08-03,M,35,110.0,Australia,CUS-1896554896,debit,August,07:00:00,151.68,-32.98
311,ACC-1496451953,AUD,145.16 -37.84,PAYMENT,Ricky,107.59,2018-08-03,M,43,17.0,Australia,CUS-3142625864,debit,August,07:00:00,145.16,-37.84
312,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,Joseph,164.08,2018-08-03,M,37,21.25,Australia,CUS-2695611575,debit,August,07:23:42,153.32,-27.93
313,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,Jeffrey,1477.37,2018-08-03,M,30,291.31,Australia,CUS-860700529,debit,August,08:00:16,153.05,-27.61
314,ACC-2988263882,AUD,145.18 -37.90,SALES-POS,Michael,2451.88,2018-08-03,M,44,9.02,Australia,CUS-1233833708,debit,August,08:13:58,145.18,-37.90
315,ACC-2828321672,AUD,153.03 -27.51,POS,Stephanie,401.05,2018-08-03,F,53,22.96,Australia,CUS-1005756958,debit,August,08:27:40,153.03,-27.51
316,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,721.46,2018-08-03,F,26,15.3,Australia,CUS-2487424745,debit,August,08:41:22,153.41,-27.95
